tconst,ordering,nconst,category,job,characters
tt1589765,5,nm0392146,director,,
tt1589765,6,nm1398960,director,supervising director,
tt1589765,7,nm0793804,director,supervising director,
tt1589765,8,nm0958412,writer,creator,
tt1589765,9,nm1163667,writer,written by,
tt1589902,10,nm0493858,writer,written by,
tt1589902,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Squeaky Voiced Teen""]"
tt1589902,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1589902,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Moontz""]"
tt1589902,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1589902,5,nm0790746,director,,
tt1589902,6,nm0027214,director,supervising director,
tt1589902,7,nm0004981,writer,creator,
tt1589902,8,nm0000985,writer,creator,
tt1589902,9,nm0800376,writer,creator,
tt1589903,10,nm0644021,writer,written by,
tt1589903,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Man in Line""]"
tt1589903,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1589903,3,nm0004813,actress,,"[""Bart Simpson"",""Woman in Line #1"",""Nelson Muntz""]"
tt1589903,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1589903,5,nm1701619,director,,
tt1589903,6,nm0027214,director,supervising director,
tt1589903,7,nm0004981,writer,creator,
tt1589903,8,nm0000985,writer,creator,
tt1589903,9,nm0800376,writer,creator,
tt1592039,10,nm1743855,editor,,
tt1592039,1,nm3096097,actor,,
tt1592039,2,nm2427002,actor,,
tt1592039,3,nm0254043,actor,,"[""Sheriff""]"
tt1592039,4,nm0294170,actress,,"[""Aunt Lil""]"
tt1592039,5,nm0287265,director,,
tt1592039,6,nm0932302,director,,
tt1592039,7,nm2461766,editor,,
tt1592039,8,nm1681374,editor,,
tt1592039,9,nm0400529,editor,,
tt1592660,10,nm0368579,editor,,
tt1592660,1,nm0254043,actor,,"[""Sheriff""]"
tt1592660,2,nm0294170,actress,,"[""Aunt Lil""]"
tt1592660,3,nm1902432,actor,,"[""Early Cuyler""]"
tt1592660,4,nm1428867,actress,,"[""Krystal""]"
tt1592660,5,nm0287265,director,,
tt1592660,6,nm0932302,director,,
tt1592660,7,nm1085757,writer,written by,
tt1592660,8,nm2461766,editor,,
tt1592660,9,nm1681374,editor,,
tt1597692,10,nm1269014,writer,written by,
tt1597692,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Grampa Simpson""]"
tt1597692,2,nm0001413,actress,,"[""Marge Simpson"",""Mabel Simpson""]"
tt1597692,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum"",""Nelson Muntz""]"
tt1597692,4,nm0810379,actress,,"[""Lisa Simpson"",""Eliza Simpson""]"
tt1597692,5,nm0675442,director,,
tt1597692,6,nm0027214,director,supervising director,
tt1597692,7,nm0004981,writer,creator,
tt1597692,8,nm0000985,writer,creator,
tt1597692,9,nm0800376,writer,creator,
tt1598645,10,nm2422178,producer,producer,
tt1598645,1,nm0071304,actor,,"[""Sterling Archer""]"
tt1598645,2,nm0339460,actress,,"[""Cheryl Tunt""]"
tt1598645,3,nm2436722,actress,,"[""Pam Poovey""]"
tt1598645,4,nm0663177,actor,,"[""Cyril Figgis""]"
tt1598645,5,nm2425863,director,animation director,
tt1598645,6,nm0994488,director,,
tt1598645,7,nm0136179,writer,written by,
tt1598645,8,nm2422454,producer,producer,
tt1598645,9,nm2426215,producer,producer,
tt1605210,10,nm1643999,writer,staff writer,
tt1605210,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt1605210,2,nm0097504,actress,,"[""Lois Griffin""]"
tt1605210,3,nm0001293,actor,,"[""Chris Griffin""]"
tt1605210,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1605210,5,nm1108814,director,,
tt1605210,6,nm1398960,director,supervising director,
tt1605210,7,nm0793804,director,supervising director,
tt1605210,8,nm0958412,writer,creator,
tt1605210,9,nm0417505,writer,written by,
tt1606137,10,nm0445877,writer,written by,
tt1606137,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Homer's Brain""]"
tt1606137,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt1606137,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt1606137,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1606137,5,nm0456658,director,,
tt1606137,6,nm0027214,director,supervising director,
tt1606137,7,nm0004981,writer,creator,
tt1606137,8,nm0000985,writer,creator,
tt1606137,9,nm0800376,writer,creator,
tt1606931,10,nm1643999,writer,staff writer,
tt1606931,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt1606931,2,nm0097504,actress,,"[""Lois Griffin""]"
tt1606931,3,nm0001293,actor,,"[""Chris Griffin""]"
tt1606931,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1606931,5,nm2531622,director,,
tt1606931,6,nm1398960,director,supervising director,
tt1606931,7,nm0793804,director,supervising director,
tt1606931,8,nm0958412,writer,creator,
tt1606931,9,nm2196387,writer,written by,
tt1607507,10,nm0295791,writer,written by,
tt1607507,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Itchy""]"
tt1607507,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1607507,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Wendell Borton""]"
tt1607507,4,nm0810379,actress,,"[""Lisa Simpson"",""'Share my locker'""]"
tt1607507,5,nm0601901,director,,
tt1607507,6,nm0027214,director,supervising director,
tt1607507,7,nm0004981,writer,creator,
tt1607507,8,nm0000985,writer,creator,
tt1607507,9,nm0800376,writer,creator,
tt1609866,10,nm1643999,writer,staff writer,
tt1609866,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt1609866,2,nm0097504,actress,,"[""Lois Griffin""]"
tt1609866,3,nm0001293,actor,,"[""Chris Griffin"",""Jared""]"
tt1609866,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1609866,5,nm0943118,director,,
tt1609866,6,nm1398960,director,supervising director,
tt1609866,7,nm0793804,director,supervising director,
tt1609866,8,nm0958412,writer,creator,
tt1609866,9,nm0792148,writer,written by,
tt1610746,10,nm1643999,writer,staff writer,
tt1610746,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt1610746,2,nm0097504,actress,,"[""Lois Griffin"",""Tricia Takanawa"",""Additional Voices""]"
tt1610746,3,nm0001293,actor,,"[""Chris Griffin"",""Additional Voices""]"
tt1610746,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1610746,5,nm2835602,director,,
tt1610746,6,nm1398960,director,supervising director,
tt1610746,7,nm0793804,director,supervising director,
tt1610746,8,nm0958412,writer,creator,
tt1610746,9,nm0896742,writer,written by,
tt1610748,10,nm1643999,writer,staff writer,
tt1610748,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt1610748,2,nm0097504,actress,,"[""Lois Griffin""]"
tt1610748,3,nm0001293,actor,,"[""Chris Griffin""]"
tt1610748,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1610748,5,nm0585086,director,,
tt1610748,6,nm1398960,director,supervising director,
tt1610748,7,nm0793804,director,supervising director,
tt1610748,8,nm0958412,writer,creator,
tt1610748,9,nm0968998,writer,written by,
tt1610749,10,nm0558577,writer,based on a short story by,
tt1610749,1,nm0532235,actor,,"[""Peter Griffin"",""Glenn Quagmire""]"
tt1610749,2,nm0097504,actress,,"[""Lois Griffin""]"
tt1610749,3,nm0001293,actor,,"[""Chris Griffin""]"
tt1610749,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1610749,5,nm2638975,director,,
tt1610749,6,nm1398960,director,supervising director,
tt1610749,7,nm0793804,director,supervising director,
tt1610749,8,nm0958412,writer,creator,
tt1610749,9,nm0378262,writer,written by,
tt1610750,10,nm1643999,writer,staff writer,
tt1610750,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt1610750,2,nm0097504,actress,,"[""Lois Griffin""]"
tt1610750,3,nm0001293,actor,,"[""Chris Griffin""]"
tt1610750,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1610750,5,nm2835602,director,,
tt1610750,6,nm1398960,director,supervising director,
tt1610750,7,nm0793804,director,supervising director,
tt1610750,8,nm0958412,writer,creator,
tt1610750,9,nm0807834,writer,written by,
tt1610751,10,nm0002005,writer,"novel ""And Then There Were None""",
tt1610751,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt1610751,2,nm0097504,actress,,"[""Lois Griffin"",""Stephanie""]"
tt1610751,3,nm0001293,actor,,"[""Chris Griffin""]"
tt1610751,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1610751,5,nm0688913,director,,
tt1610751,6,nm1398960,director,supervising director,
tt1610751,7,nm0793804,director,supervising director,
tt1610751,8,nm0958412,writer,creator,
tt1610751,9,nm2213739,writer,written by,
tt1610752,10,nm1643999,writer,staff writer,
tt1610752,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Stewie Griffin""]"
tt1610752,2,nm0097504,actress,,"[""Lois Griffin""]"
tt1610752,3,nm0001293,actor,,"[""Chris Griffin""]"
tt1610752,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1610752,5,nm0392146,director,,
tt1610752,6,nm1398960,director,supervising director,
tt1610752,7,nm0793804,director,supervising director,
tt1610752,8,nm0958412,writer,creator,
tt1610752,9,nm0576761,writer,written by,
tt1610753,10,nm1643999,writer,staff writer,
tt1610753,1,nm0532235,actor,,"[""Peter Griffin"",""Brian Griffin"",""Carter Pewterschmidt""]"
tt1610753,2,nm0097504,actress,,"[""Barbara Pewterschmidt"",""Lois Griffin""]"
tt1610753,3,nm0001293,actor,,"[""Diabeto""]"
tt1610753,4,nm0005109,actress,,"[""Meg Griffin""]"
tt1610753,5,nm0849276,director,,
tt1610753,6,nm1398960,director,supervising director,
tt1610753,7,nm0793804,director,supervising director,
tt1610753,8,nm0958412,writer,creator,
tt1610753,9,nm1273397,writer,written by,
tt1613216,10,nm0463287,composer,,
tt1613216,1,nm0071304,actor,,"[""Sterling Archer""]"
tt1613216,2,nm0001787,actor,,"[""Len Trexler""]"
tt1613216,3,nm0168642,actor,,"[""Woodhouse""]"
tt1613216,4,nm0339460,actress,,"[""Cheryl Tunt"",""Framboise""]"
tt1613216,5,nm2425863,director,animation director,
tt1613216,6,nm0994488,director,,
tt1613216,7,nm2422454,producer,producer,
tt1613216,8,nm2426215,producer,producer,
tt1613216,9,nm2422178,producer,producer,
tt1613217,10,nm2422178,producer,producer,
tt1613217,1,nm0071304,actor,,"[""Sterling Archer""]"
tt1613217,2,nm0001787,actor,,"[""Len Trexler""]"
tt1613217,3,nm0339460,actress,,"[""Cheryl Tunt""]"
tt1613217,4,nm2436722,actress,,"[""Pam Poovey""]"
tt1613217,5,nm2425863,director,animation director,
tt1613217,6,nm0994488,director,,
tt1613217,7,nm3836897,writer,written by,
tt1613217,8,nm2422454,producer,producer,
tt1613217,9,nm2426215,producer,producer,
tt1614895,10,nm0192847,writer,written by,
tt1614895,1,nm0144657,actor,,"[""Homer Simpson"",""Krusty"",""Owl""]"
tt1614895,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1614895,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum""]"
tt1614895,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1614895,5,nm0688914,director,,
tt1614895,6,nm0027214,director,supervising director,
tt1614895,7,nm0004981,writer,creator,
tt1614895,8,nm0000985,writer,creator,
tt1614895,9,nm0800376,writer,creator,
tt1615374,10,nm0242390,composer,,
tt1615374,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""C.D.C. Head""]"
tt1615374,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""C.D.C. Man #1""]"
tt1615374,3,nm0829181,actress,,"[""Mrs. McCormick"",""Elin Woods""]"
tt1615374,4,nm0154074,actor,,"[""Tiger Woods"",""C.D.C. Man #5""]"
tt1615374,5,nm0333536,writer,creator,
tt1615374,6,nm0063872,producer,producer,
tt1615374,7,nm0397938,producer,producer,
tt1615374,8,nm1106214,producer,producer,
tt1615374,9,nm0832833,producer,producer,
tt1619577,10,nm0697052,writer,written by,
tt1619577,1,nm0144657,actor,,"[""Homer Simpson"",""Capt. Lance Murdock"",""Rottweilers""]"
tt1619577,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt1619577,3,nm0004813,actress,,"[""Bart Simpson""]"
tt1619577,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1619577,5,nm0026433,director,,
tt1619577,6,nm0027214,director,supervising director,
tt1619577,7,nm0004981,writer,creator,
tt1619577,8,nm0000985,writer,creator,
tt1619577,9,nm0800376,writer,creator,
tt1620650,10,nm0839467,producer,producer,
tt1620650,1,nm0921942,actor,,"[""Philip J. Fry"",""Prof. Hubert J. Farnsworth"",""Zapp Brannigan""]"
tt1620650,2,nm0005408,actress,,"[""Turanga Leela"",""Robo-Leela""]"
tt1620650,3,nm0224007,actor,,"[""Bender"",""Randy Munchnik""]"
tt1620650,4,nm0534134,actress,,"[""Build-a-Bot Leela"",""Planet Express Computer"",""Skinless Robo-Leela""]"
tt1620650,5,nm0547772,director,,
tt1620650,6,nm0042796,director,supervising director,
tt1620650,7,nm0004981,writer,creator,
tt1620650,8,nm0169326,writer,creator,
tt1620650,9,nm0441656,producer,producer,
tt1622042,10,nm0463287,composer,,
tt1622042,1,nm0041281,actor,,"[""Mannfred""]"
tt1622042,2,nm0071304,actor,,"[""Sterling Archer""]"
tt1622042,3,nm0187570,actress,,"[""Uta""]"
tt1622042,4,nm0339460,actress,,"[""Cheryl Tunt""]"
tt1622042,5,nm0994488,director,,
tt1622042,6,nm2422454,producer,producer,
tt1622042,7,nm2426215,producer,producer,
tt1622042,8,nm2425863,producer,producer,
tt1622042,9,nm2422178,producer,producer,
tt1624774,10,nm1106214,producer,producer,
tt1624774,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Mr. Garrison""]"
tt1624774,2,nm0001778,actor,,"[""Kyle Broflovski"",""Kenny McCormick"",""Butters""]"
tt1624774,3,nm0551065,actress,,"[""Sheila Broflovski"",""Linda Stotch"",""Red""]"
tt1624774,4,nm0829181,actress,,"[""Sharon Marsh"",""Kim Kardashian"",""Teacher""]"
tt1624774,5,nm0333536,writer,creator,
tt1624774,6,nm0063872,producer,producer,
tt1624774,7,nm0154074,producer,producer,
tt1624774,8,nm0352778,producer,producer,
tt1624774,9,nm0397938,producer,producer,
tt1626786,10,nm0648418,writer,written by,
tt1626786,1,nm0144657,actor,,"[""Homer Simpson"",""Bank Security Guard #2"",""Krusty""]"
tt1626786,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1626786,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt1626786,4,nm0000279,actor,,"[""Bank Security Guard #1"",""Chief Wiggum"",""Lou""]"
tt1626786,5,nm1701619,director,,
tt1626786,6,nm0027214,director,supervising director,
tt1626786,7,nm0004981,writer,creator,
tt1626786,8,nm0000985,writer,creator,
tt1626786,9,nm0800376,writer,creator,
tt1628648,10,nm0519209,writer,written by,
tt1628648,1,nm0144657,actor,,"[""Homer Simpson"",""Krusty"",""Abraham Simpson""]"
tt1628648,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628648,3,nm0004813,actress,,"[""Bart Simpson"",""Young Bully""]"
tt1628648,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628648,5,nm0456658,director,,
tt1628648,6,nm0027214,director,supervising director,
tt1628648,7,nm0004981,writer,creator,
tt1628648,8,nm0000985,writer,creator,
tt1628648,9,nm0800376,writer,creator,
tt1628649,10,nm0445877,writer,written by,
tt1628649,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Mayor Quimby""]"
tt1628649,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628649,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Kearney""]"
tt1628649,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628649,5,nm1701619,director,,
tt1628649,6,nm0027214,director,supervising director,
tt1628649,7,nm0004981,writer,creator,
tt1628649,8,nm0000985,writer,creator,
tt1628649,9,nm0800376,writer,creator,
tt1628650,10,nm0783468,writer,written by,
tt1628650,1,nm0144657,actor,,"[""Homer Simpson"",""Blue-Haired Lawyer"",""Barney""]"
tt1628650,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier""]"
tt1628650,3,nm0004813,actress,,"[""Bart Simpson""]"
tt1628650,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628650,5,nm0790746,director,,
tt1628650,6,nm0027214,director,supervising director,
tt1628650,7,nm0004981,writer,creator,
tt1628650,8,nm0000985,writer,creator,
tt1628650,9,nm0800376,writer,creator,
tt1628651,10,nm1121389,writer,written by,
tt1628651,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie"",""Itchy""]"
tt1628651,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628651,3,nm0004813,actress,,"[""Bart Simpson""]"
tt1628651,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628651,5,nm0456658,director,,
tt1628651,6,nm0027214,director,supervising director,
tt1628651,7,nm0004981,writer,creator,
tt1628651,8,nm0000985,writer,creator,
tt1628651,9,nm0800376,writer,creator,
tt1628652,10,nm0493858,writer,written by,
tt1628652,1,nm0144657,actor,,"[""Homer Simpson"",""Crazy Dog Man"",""Barney Gumble""]"
tt1628652,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt1628652,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt1628652,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628652,5,nm0026433,director,,
tt1628652,6,nm0027214,director,supervising director,
tt1628652,7,nm0004981,writer,creator,
tt1628652,8,nm0000985,writer,creator,
tt1628652,9,nm0800376,writer,creator,
tt1628653,10,nm0295791,writer,written by,
tt1628653,1,nm0144657,actor,,"[""Homer Simpson"",""Itchy"",""Clown""]"
tt1628653,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628653,3,nm0004813,actress,,"[""Bart Simpson""]"
tt1628653,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628653,5,nm0622048,director,,
tt1628653,6,nm0027214,director,supervising director,
tt1628653,7,nm0004981,writer,creator,
tt1628653,8,nm0000985,writer,creator,
tt1628653,9,nm0800376,writer,creator,
tt1628654,10,nm1269014,writer,written by,
tt1628654,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson""]"
tt1628654,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628654,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt1628654,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628654,5,nm2856539,director,,
tt1628654,6,nm0027214,director,supervising director,
tt1628654,7,nm0004981,writer,creator,
tt1628654,8,nm0000985,writer,creator,
tt1628654,9,nm0800376,writer,creator,
tt1628655,10,nm0480354,writer,written by,
tt1628655,1,nm0144657,actor,,"[""Homer Simpson"",""Krusty the Clown"",""Gil Gunderson""]"
tt1628655,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628655,3,nm0004813,actress,,"[""Bart Simpson"",""Ralph Wiggum""]"
tt1628655,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628655,5,nm0601901,director,,
tt1628655,6,nm0027214,director,supervising director,
tt1628655,7,nm0004981,writer,creator,
tt1628655,8,nm0000985,writer,creator,
tt1628655,9,nm0800376,writer,creator,
tt1628656,10,nm0644021,writer,written by,
tt1628656,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa Simpson"",""Barney Gumble""]"
tt1628656,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628656,3,nm0004813,actress,,"[""Bart Simpson"",""Kearney""]"
tt1628656,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628656,5,nm0688914,director,,
tt1628656,6,nm0027214,director,supervising director,
tt1628656,7,nm0004981,writer,creator,
tt1628656,8,nm0000985,writer,creator,
tt1628656,9,nm0800376,writer,creator,
tt1628657,10,nm2346189,writer,written by,
tt1628657,1,nm0144657,actor,,"[""Homer Simpson""]"
tt1628657,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628657,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Kearney""]"
tt1628657,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628657,5,nm1701619,director,,
tt1628657,6,nm0027214,director,supervising director,
tt1628657,7,nm0004981,writer,creator,
tt1628657,8,nm0000985,writer,creator,
tt1628657,9,nm0800376,writer,creator,
tt1628658,10,nm0087782,writer,written by,
tt1628658,1,nm0144657,actor,,"[""Homer Simpson"",""DMV Worker"",""Sideshow Mel""]"
tt1628658,2,nm0001413,actress,,"[""Marge Simpson"",""Selma Bouvier"",""Patty Bouvier""]"
tt1628658,3,nm0004813,actress,,"[""Bart Simpson""]"
tt1628658,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628658,5,nm0469592,director,,
tt1628658,6,nm0027214,director,supervising director,
tt1628658,7,nm0004981,writer,creator,
tt1628658,8,nm0000985,writer,creator,
tt1628658,9,nm0800376,writer,creator,
tt1628659,10,nm1864676,writer,written by,
tt1628659,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa"",""Gil Gunderson""]"
tt1628659,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628659,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Kearney""]"
tt1628659,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628659,5,nm1676319,director,,
tt1628659,6,nm0027214,director,supervising director,
tt1628659,7,nm0004981,writer,creator,
tt1628659,8,nm0000985,writer,creator,
tt1628659,9,nm0800376,writer,creator,
tt1628660,10,nm0300756,writer,written by,
tt1628660,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa"",""Hans Moleman""]"
tt1628660,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt1628660,3,nm0004813,actress,,"[""Bart Simpson""]"
tt1628660,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628660,5,nm0456658,director,,
tt1628660,6,nm0027214,director,supervising director,
tt1628660,7,nm0004981,writer,creator,
tt1628660,8,nm0000985,writer,creator,
tt1628660,9,nm0800376,writer,creator,
tt1628661,10,nm0295791,writer,written by,
tt1628661,1,nm0144657,actor,,"[""Homer Simpson"",""Wiseguy"",""Guy with a letter""]"
tt1628661,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628661,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders"",""Nelson Muntz""]"
tt1628661,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628661,5,nm0026433,director,,
tt1628661,6,nm0027214,director,supervising director,
tt1628661,7,nm0004981,writer,creator,
tt1628661,8,nm0000985,writer,creator,
tt1628661,9,nm0800376,writer,creator,
tt1628662,10,nm0519209,writer,written by,
tt1628662,1,nm0144657,actor,,"[""Homer Simpson""]"
tt1628662,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628662,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt1628662,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628662,5,nm0472866,director,,
tt1628662,6,nm0027214,director,supervising director,
tt1628662,7,nm0004981,writer,creator,
tt1628662,8,nm0000985,writer,creator,
tt1628662,9,nm0800376,writer,creator,
tt1628663,10,nm1121389,writer,written by,
tt1628663,1,nm0144657,actor,,"[""Homer Simpson"",""Kodos"",""Sideshow Mel""]"
tt1628663,2,nm0001413,actress,,"[""Marge Simpson"",""Selma Bouvier""]"
tt1628663,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders""]"
tt1628663,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628663,5,nm0026433,director,,
tt1628663,6,nm0027214,director,supervising director,
tt1628663,7,nm0004981,writer,creator,
tt1628663,8,nm0000985,writer,creator,
tt1628663,9,nm0800376,writer,creator,
tt1628664,10,nm1121389,writer,written by,
tt1628664,1,nm0144657,actor,,"[""Homer Simpson"",""Groundskeeper Willie""]"
tt1628664,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628664,3,nm0004813,actress,,"[""Bart Simpson""]"
tt1628664,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628664,5,nm0622048,director,,
tt1628664,6,nm0027214,director,supervising director,
tt1628664,7,nm0004981,writer,creator,
tt1628664,8,nm0000985,writer,creator,
tt1628664,9,nm0800376,writer,creator,
tt1628665,10,nm0697052,writer,written by,
tt1628665,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa"",""Mayor Quimby""]"
tt1628665,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628665,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz"",""Ralph Wiggum""]"
tt1628665,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628665,5,nm0601901,director,,
tt1628665,6,nm0027214,director,supervising director,
tt1628665,7,nm0004981,writer,creator,
tt1628665,8,nm0000985,writer,creator,
tt1628665,9,nm0800376,writer,creator,
tt1628666,10,nm0192847,writer,written by,
tt1628666,1,nm0144657,actor,,"[""Homer Simpson"",""Grampa"",""Itchy""]"
tt1628666,2,nm0001413,actress,,"[""Marge Simpson""]"
tt1628666,3,nm0004813,actress,,"[""Bart Simpson"",""Todd Flanders"",""Nelson Muntz""]"
tt1628666,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628666,5,nm0688914,director,,
tt1628666,6,nm0027214,director,supervising director,
tt1628666,7,nm0004981,writer,creator,
tt1628666,8,nm0000985,writer,creator,
tt1628666,9,nm0800376,writer,creator,
tt1628667,10,nm0800376,writer,creator,
tt1628667,1,nm0144657,actor,,"[""Homer Simpson"",""Otto Mann"",""Krusty the Clown""]"
tt1628667,2,nm0001413,actress,,"[""Marge Simpson"",""Patty Bouvier"",""Selma Bouvier""]"
tt1628667,3,nm0004813,actress,,"[""Bart Simpson"",""Nelson Muntz""]"
tt1628667,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628667,5,nm0026433,director,,
tt1628667,6,nm2856539,director,,
tt1628667,7,nm0027214,director,supervising director,
tt1628667,8,nm0004981,writer,creator,
tt1628667,9,nm0000985,writer,creator,
tt1628668,10,nm0167312,writer,written by,
tt1628668,1,nm0144657,actor,,"[""Homer Simpson"",""Louie"",""Krusty the Clown""]"
tt1628668,2,nm0001413,actress,,"[""Marge Simpson"",""Selma Bouvier""]"
tt1628668,3,nm0004813,actress,,"[""Bart Simpson""]"
tt1628668,4,nm0810379,actress,,"[""Lisa Simpson""]"
tt1628668,5,nm2397445,director,,
tt1628668,6,nm0027214,director,supervising director,
tt1628668,7,nm0004981,writer,creator,
tt1628668,8,nm0000985,writer,creator,
tt1628668,9,nm0800376,writer,creator,
tt1629114,10,nm1106214,producer,producer,
tt1629114,1,nm0005295,actor,,"[""Stan Marsh"",""Eric Cartman"",""Soccer Coach""]"
tt1629114,2,nm0001778,actor,,"[""Kyle Broflovski"",""Marijuana Customer"",""Marijuana Store Clerk""]"
tt1629114,3,nm0551065,actress,,"[""Woman #2"",""Mrs. Miller""]"
