,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
13,Torpedo,tt1561755,tt1928417,1,13,7.8,590.0,2011-05-22,2011,"
    Bob is giddy as ever when his role model, minor league pitcher Torpedo Jones, gives a shout-out to the restaurant during a game, but is blind-sided upon finding out Torpedo endorses his burgers for reasons which are morally shaky at best.    ",Bob's Burgers,Torpedo
14,The Belchies,tt1561755,tt2273811,2,1,8.3,628.0,2012-03-11,2012,"
    The kids hunt for treasure in an abandoned taffy factory and Bob and Linda must find them before the factory's scheduled demolition.    ",Bob's Burgers,The Belchies
15,Bob Day Afternoon,tt1561755,tt2020389,2,2,8.5,682.0,2012-03-18,2012,"
    Bob storms away from First Oceanside Savings Bank, his plea for loan restructure ignored; some guy is holding up the bank and taking hostages. Louise is assigned an essay for school on the most important person in her life. Since Bob's Burgers is across the street from the bank, the FBI and other Feds are using the restaurant as HQ, tying up their phones and yelling at Mickey, the robber. Louise's essay will be on her dad or Mickey. The bank hostages are hungry but they all think Jimmy Pesto pizza stinks. Bob is sent to the bank with burgers. Bob is taken as a hostage...    ",Bob's Burgers,Bob Day Afternoon
16,Synchronized Swimming,tt1561755,tt2303131,2,3,7.6,574.0,2012-03-25,2012,"
    The Belcher children sign up for an independent study of synchronized swimming in lieu on participating in gym class. Linda disturbingly watches ""pregnant yoga"" and comes to the rescue of her children in the end.    ",Bob's Burgers,Synchronized Swimming
17,Burgerboss,tt1561755,tt2317497,2,4,8.3,607.0,2012-04-01,2012,"
    Bob becomes a gamer.    ",Bob's Burgers,Burgerboss
18,Food Truckin',tt1561755,tt2340209,2,5,7.9,543.0,2012-04-15,2012,"
    Bob gives the food truck business a try.    ",Bob's Burgers,Food Truckin'
19,Dr. Yap,tt1561755,tt2366089,2,6,7.7,540.0,2012-04-29,2012,"
    When a drugged Bob kisses Gayle thinking she's Linda, Gayle develops a crush on him.    ",Bob's Burgers,Dr. Yap
20,Moody Foodie,tt1561755,tt2376081,2,7,7.8,528.0,2012-05-06,2012,"
    A bad review leads to drastic actions.    ",Bob's Burgers,Moody Foodie
21,Bad Tina,tt1561755,tt2386531,2,8,8.1,577.0,2012-05-13,2012,"
    Tina pals around with a bad girl.    ",Bob's Burgers,Bad Tina
22,Beefsquatch,tt1561755,tt2394175,2,9,7.8,550.0,2012-05-20,2012,"
    Gene steps into the limelight.    ",Bob's Burgers,Beefsquatch
23,Ear-Sy Rider,tt1561755,tt2393284,3,1,8.2,568.0,2012-09-30,2012,"
    While a biker gang begins hanging out at the restaurant, Louise goes through a crisis after a teenager steals her bunny ear hat.    ",Bob's Burgers,Ear-Sy Rider
24,Full Bars,tt1561755,tt2393286,3,2,8.3,548.0,2012-10-07,2012,"
    On Halloween, the kids run into bullies when they go trick-or-treating in the rich neighborhood, while Bob and Linda attend a party where someone kills Teddy's pet guinea pig.    ",Bob's Burgers,Full Bars
25,Bob Fires the Kids,tt1561755,tt2483074,3,3,8.0,549.0,2012-11-04,2012,"
    Fearing that he is ruining their childhoods, Bob fires the kids from their jobs at the restaurant, but they just end up working for hippies who run a marijuana farm, instead.    ",Bob's Burgers,Bob Fires the Kids
26,Mutiny on the Windbreaker,tt1561755,tt2483078,3,4,7.6,511.0,2012-11-11,2012,"
    Bob brings the family along when he is hired to be a chef on a docked cruise ship, so they can see his skills outside the restaurant.    ",Bob's Burgers,Mutiny on the Windbreaker
27,An Indecent Thanksgiving Proposal,tt1561755,tt2483080,3,5,8.3,538.0,2012-11-18,2012,"
    In order to entice an old flame who is only attracted to married men, Mr. Fischoeder bribes Bob into letting him pass off Linda and the kids as his own family, but the situation ruins all of Bob's Thanksgiving traditions.    ",Bob's Burgers,An Indecent Thanksgiving Proposal
28,The Deepening,tt1561755,tt2511944,3,6,7.9,499.0,2012-11-25,2012,"
    Mr. Fischoeder buys a mechanical movie shark as an attraction for his amusement park, but the kids accidentally let it loose on the town, forcing Bob and Teddy to save the day.    ",Bob's Burgers,The Deepening
29,Tina-rannosaurus Wrecks,tt1561755,tt2524708,3,7,8.5,575.0,2012-12-02,2012,"
    Tina is wracked with guilt when Bob forces her to lie about an accident that occurred when he let her drive his car, but a shady insurance adjuster sees through their ploy and blackmails Bob into committing more insurance fraud.    ",Bob's Burgers,Tina-rannosaurus Wrecks
30,The Unbearable Like-Likeness of Gene,tt1561755,tt2531550,3,8,7.9,505.0,2012-12-09,2012,"
    An incredibly annoying girl develops a crush on Gene, but he can't bring himself to dump her after he finds out her father has a music studio in their home.    ",Bob's Burgers,The Unbearable Like-Likeness of Gene
31,Bob Rest Ye Merry Gentle-Mannequins,tt1561755,tt2531554,3,9,7.9,500.0,2012-12-16,2012,"
    'Tis the season for strange holiday mannequins.    ",Bob's Burgers,Bob Rest Ye Merry Gentle-Mannequins
32,Mother Daughter Laser Razor,tt1561755,tt2579964,3,10,8.1,523.0,2013-01-06,2013,"
    Linda struggles to connect with Louise when they attend a mother-daughter seminar, while Bob takes Tina to get her legs waxed.    ",Bob's Burgers,Mother Daughter Laser Razor
33,Nude Beach,tt1561755,tt2605340,3,11,7.6,511.0,2013-01-13,2013,"
    It's dingles and dongles and birthday suits.    ",Bob's Burgers,Nude Beach
34,Broadcast Wagstaff School News,tt1561755,tt2615854,3,12,8.5,553.0,2013-01-27,2013,"
    Tina is on a mission to unmask the middle school.    ",Bob's Burgers,Broadcast Wagstaff School News
35,My Fuzzy Valentine,tt1561755,tt2661986,3,13,7.7,447.0,2013-02-10,2013,"
    Bob gets romantic.    ",Bob's Burgers,My Fuzzy Valentine
36,Lindapendent Woman,tt1561755,tt2677612,3,14,7.9,467.0,2013-02-17,2013,"
    Linda quits the restaurant and takes up a job at a grocery store.    ",Bob's Burgers,Lindapendent Woman
37,O.T.: The Outside Toilet,tt1561755,tt2708068,3,15,8.4,534.0,2013-03-03,2013,"
    Eugene encounters a mysterious talking toilet.    ",Bob's Burgers,O.T.: The Outside Toilet
38,Topsy,tt1561755,tt2733872,3,16,8.5,558.0,2013-03-10,2013,"
    The Belcher kids take on a Thomas Edison fanatic.    ",Bob's Burgers,Topsy
39,Two for Tina,tt1561755,tt2735282,3,17,8.1,491.0,2013-03-17,2013,"
    Tina finds herself in a love triangle.    ",Bob's Burgers,Two for Tina
40,It Snakes a Village,tt1561755,tt2735284,3,18,7.8,466.0,2013-03-24,2013,"
    Bob and the family take a swinging vacation.    ",Bob's Burgers,It Snakes a Village
41,Family Fracas,tt1561755,tt2795748,3,19,7.4,489.0,2013-04-14,2013,"
    The Belchers appear on a television game show.    ",Bob's Burgers,Family Fracas
42,The Kids Run the Restaurant,tt1561755,tt2835026,3,20,8.2,464.0,2013-04-21,2013,"
    Things get ""dicey"".    ",Bob's Burgers,The Kids Run the Restaurant
43,Boyz 4 Now,tt1561755,tt2835028,3,21,8.6,580.0,2013-04-28,2013,"
    Louise is horrified when she develops her first crush.    ",Bob's Burgers,Boyz 4 Now
44,Carpe Museum,tt1561755,tt2835032,3,22,8.3,481.0,2013-05-05,2013,"
    A school trip to the museum turns wild for the Belchers.    ",Bob's Burgers,Carpe Museum
45,The Unnatural,tt1561755,tt2835034,3,23,7.8,459.0,2013-05-12,2013,"
    Gene loses his confidence after playing badly during a baseball game so Linda sends him to a baseball coach.    ",Bob's Burgers,The Unnatural
46,A River Runs Through Bob,tt1561755,tt2531556,4,1,7.9,495.0,2013-09-29,2013,"
    Bob and the family face the great outdoors.    ",Bob's Burgers,A River Runs Through Bob
47,Fort Night,tt1561755,tt3211834,4,2,8.3,494.0,2013-10-06,2013,"
    Tricks and treats and lunatics abound.    ",Bob's Burgers,Fort Night
48,Seaplane!,tt1561755,tt3280380,4,3,7.8,454.0,2013-11-03,2013,"
    Linda is bored by Bob's tired attempts at Date Night and decides to sign up for flying lessons. When Bob won't join her, she becomes the target of ""Upskirt Kurt"", the most charming pilot in the air.    ",Bob's Burgers,Seaplane!
49,My Big Fat Greek Bob,tt1561755,tt3304836,4,4,7.7,444.0,2013-11-10,2013,"
    Bob scores a temporary gig as a cook at an ""underdog"" frat house and discovers that he fits right in! Hijinks ensue as Bob and the rest of the fraternity brothers find themselves in the middle of a collegiate prank war that involves the house's most famous alumnus, Dr. Yap. Meanwhile, the kids are on a mission to invade the frat house and get in on the action.    ",Bob's Burgers,My Big Fat Greek Bob
50,Turkey in a Can,tt1561755,tt3304838,4,5,8.4,495.0,2013-11-24,2013,"
    Determined to have a perfect Thanksgiving, Bob meticulously prepares the family turkey. But, to his horror, he finds that someone then dumps the turkey in the toilet in an act of Thanksgiving sabotage.    ",Bob's Burgers,Turkey in a Can
51,Purple Rain-Union,tt1561755,tt3341538,4,6,7.6,438.0,2013-12-01,2013,"
    Linda has an upcoming 25 year reunion at Cardinal Gennaro High. Debbie, chairman of the reunion, needs entertainment for the gala. Linda's old band, The Ta Tas, are not even her 3rd choice, but she asks Linda to round up the band: Angie, Patsy, Nancy, and Gayle. Linda does not want to do it: 25 years ago, Bad Hair Day rocked the talent show; and BHD still rocks the pro circuit. The kids egg on Linda until she agrees to perform. Tina plans to babysit, so the kids plan to attend. Like Louise says, who would miss the train wreck of all train wrecks? The kids fail to ...    ",Bob's Burgers,Purple Rain-Union
52,Bob and Deliver,tt1561755,tt3344302,4,7,8.2,429.0,2013-12-08,2013,"
    To Tina's delight, Bob becomes the substitute ""Home Ec"" teacher at her school and ends up creating a full-scale restaurant in the classroom. However, her excitement is short-lived as Bob's position causes father/daughter friction. But when Gene and Louise go to work for Bob's ""school"" restaurant, Linda must fend for herself at the family's ""other"" restaurant (aka Bob's Burgers).    ",Bob's Burgers,Bob and Deliver
53,Christmas in the Car,tt1561755,tt3379840,4,8,8.2,488.0,2013-12-15,2013,"
    After spending Christmas Eve outrunning a candy cane truck with their last-minute tree, the Belchers find that Bob's friend gets caught in the kids' Santa trap.    ",Bob's Burgers,Christmas in the Car
54,Slumber Party,tt1561755,tt3406076,4,9,8.3,476.0,2014-01-05,2014,"
    Linda decides to invite some of Louise's classmates over for a slumber party without her knowledge. With the prospect of being forced to endure an entire night with people she hates, Louise devises a plan to get all the girls to beg to go home. With the help of Tina and Gene, she starts to try and scare them off, but one is reluctant to go.    ",Bob's Burgers,Slumber Party
55,Presto-Tina-o,tt1561755,tt3422500,4,10,7.6,403.0,2014-01-12,2014,"
    Tina becomes a magician's assistant in order to get closer to Jimmy Jr., while Bob becomes the victim of a magician's ""curse.""    ",Bob's Burgers,Presto-Tina-o
56,"Easy Commercial, Easy Gommercial",tt1561755,tt3457742,4,11,7.6,416.0,2014-01-26,2014,"
    To compete with fellow ""restaurateur,"" Jimmy Pesto, and his blowout Super Bowl event, Bob is determined to create a Bob's Burgers commercial to air during the ""big game."" In an effort to outshine Pesto, the Belchers recruit Randy, a documentarian, to assist with the filmmaking and hire on former pro football star Connie Frye to be the celebrity endorser.    ",Bob's Burgers,"Easy Commercial, Easy Gommercial"
57,The Frond Files,tt1561755,tt3550794,4,12,8.2,448.0,2014-03-09,2014,"
    The Belcher children write fantasy essays about their school that their guidance counselor finds offensive.    ",Bob's Burgers,The Frond Files
58,Mazel Tina,tt1561755,tt3560292,4,13,8.3,465.0,2014-03-16,2014,"
    A series of mishaps leave Tina the center of attention at a classmate's Bat Mitzvah she wasn't invited to.    ",Bob's Burgers,Mazel Tina
59,Uncle Teddy,tt1561755,tt3577570,4,14,8.1,406.0,2014-03-23,2014,"
    Bob and Linda ask Teddy to babysit the kids while they're on a romantic getaway at a Burger Convention. In the process, Teddy earns the title ""Uncle Teddy"" when he puts Tina's crush in his place for using her to get free burgers.    ",Bob's Burgers,Uncle Teddy
60,The Kids Rob a Train,tt1561755,tt3634392,4,15,8.0,422.0,2014-03-30,2014,"
    Bob, Linda, and the kids board a train for a wine tasting while the kids are put in the caboose. The kids sneak out in an attempt to steal the chocolate from the kitchen car while Bob challenges another person on the train to a contest.    ",Bob's Burgers,The Kids Rob a Train
61,I Get Psychic Out of You,tt1561755,tt3620196,4,16,7.6,387.0,2014-04-06,2014,"
    Linda is believed to be a psychic when she correctly predicts that a telemarketer is calling the restaurant.    ",Bob's Burgers,I Get Psychic Out of You
62,The Equestranauts,tt1561755,tt3636224,4,17,8.3,466.0,2014-04-13,2014,"
    In an homage to the ""Bronies"" subculture, Tina attends her first Equestra-con, a convention based on her favorite animated pony show, ""The Equestranauts."" To her surprise, she finds that the show's fans are middle-aged men (called ""Equesticles""). When a powerful super-fan tricks Tina out of her rare toy pony, it's up to Bob to go undercover to get it back.    ",Bob's Burgers,The Equestranauts
63,Ambergris,tt1561755,tt3653426,4,18,7.5,397.0,2014-04-20,2014,"
    Gene, Louise, and Tina discover a seaweed-covered object at the beach that turns out to be a large hunk of Ambergris - an extremely valuable, but illegal, by-product of whale poop that is used in high-end perfumes. But Louise tries to cheat Gene and Tina out of the profit she hopes to make by selling the treasure on the black market. Meanwhile, Bob and Linda deal with their psychologically unstable landlord who is building them a new bathroom.    ",Bob's Burgers,Ambergris
64,The Kids Run Away,tt1561755,tt3674020,4,19,8.3,418.0,2014-04-27,2014,"
    Upon learning that she has a cavity and needs a filling, Louise runs away from the dentist's office and seeks refuge at Aunt Gail's. When Louise refuses to go home, Linda sends Tina and Gene to join her and bets her that she won't last the weekend with Aunt Gail's ""craziness.""    ",Bob's Burgers,The Kids Run Away
65,Gene It On,tt1561755,tt3686090,4,20,7.5,397.0,2014-05-04,2014,"
    Tina tries out for cheerleading, but a spirited and enthusiastic spectator Gene makes more of an impression.    ",Bob's Burgers,Gene It On
66,Wharf Horse (or How Bob Saves/Destroys the Town - Part I),tt1561755,tt3686084,4,21,8.2,431.0,2014-05-11,2014,"
    Motivated by the promise of a new beachside burger joint, Bob conspires with Felix to convince Mr. Fischoeder to sell Wonder Wharf. Meanwhile, Tina protests the destruction of the wharf's carousel by chaining herself to it.    ",Bob's Burgers,Wharf Horse (or How Bob Saves/Destroys the Town - Part I)
67,World Wharf II: The Wharfening (or How Bob Saves/Destroys the Town - Part II),tt1561755,tt3686092,4,22,8.5,427.0,2014-05-18,2014,"
    It's Linda and the kids to the rescue when Felix takes desperate measures, and puts Bob and Mr. Fischoeder in danger.    ",Bob's Burgers,World Wharf II: The Wharfening (or How Bob Saves/Destroys the Town - Part II)
68,"Work Hard or Die Trying, Girl",tt1561755,tt3918318,5,1,8.3,478.0,2014-10-05,2014,"
    Gene tries to make one of his dreams a reality when he gets the opportunity to make a musical version of Die Hard at the Wagstaff Fall Festival.    ",Bob's Burgers,"Work Hard or Die Trying, Girl"
69,Tina and the Real Ghost,tt1561755,tt4166422,5,2,8.1,394.0,2014-11-02,2014,"
    Tina begins an out-of-this-world romance with a ghost that is believed to be living in the Belcher's basement.    ",Bob's Burgers,Tina and the Real Ghost
70,Friends with Burger-fits,tt1561755,tt4193272,5,3,7.7,375.0,2014-11-16,2014,"
    Bob becomes Teddy's workout buddy after finding out his burgers contributed to Teddy's bad health. The two enroll in a stuntman boot camp where their friendship is put to the test. Meanwhile, the kids make an ice rink in the freezer, with Linda running their underground ice wrestling league.    ",Bob's Burgers,Friends with Burger-fits
71,Dawn of the Peck,tt1561755,tt4166424,5,4,8.4,445.0,2014-11-23,2014,"
    While Bob is boycotting the holiday, Linda and the kids spend Thanksgiving at the First Annual Fischoeder Turk-tacular Turkey Town Festival. However, a wild bird attack leads to total mayhem.    ",Bob's Burgers,Dawn of the Peck
72,Best Burger,tt1561755,tt4237506,5,5,8.1,384.0,2014-11-30,2014,"
    Bob is in a ""best burger"" competition, but is at risk of losing when an important part of the burger is nowhere to be found.    ",Bob's Burgers,Best Burger
73,Father of the Bob,tt1561755,tt4226904,5,6,8.0,384.0,2014-12-07,2014,"
    At Bob's father's Christmas party, Bob and ""Big Bob"" rehash an old argument and try to outdo each other in the kitchen. Meanwhile, the kids compete to find the best gift for their dad.    ",Bob's Burgers,Father of the Bob
74,Tina Tailor Soldier Spy,tt1561755,tt4278370,5,7,8.0,368.0,2014-12-14,2014,"
    After being pestered by the kids and a mistake by Gretchen, Linda decides to dye her hair full blonde. Meanwhile, when trying to quit the Thunder Girls Tina is asked to find a mole in the troop.    ",Bob's Burgers,Tina Tailor Soldier Spy
75,Midday Run,tt1561755,tt4285094,5,8,7.7,354.0,2015-01-04,2015,"
    Tina gets Gene and Louise to help ensure she gets a big hall-monitor promotion.    ",Bob's Burgers,Midday Run
76,Speakeasy Rider,tt1561755,tt4346964,5,9,7.9,354.0,2015-01-11,2015,"
    Tina, Gene and Louise are ready to put the pedal to the metal when they join a go-kart league. Meanwhile, at the restaurant Bob and Teddy partner up to serve Teddy's home-brewed beer.    ",Bob's Burgers,Speakeasy Rider
77,Late Afternoon in the Garden of Bob and Louise,tt1561755,tt4370928,5,10,8.0,363.0,2015-01-25,2015,"
    In order to become a member of the community garden, Bob must give Louise's enemy a job.    ",Bob's Burgers,Late Afternoon in the Garden of Bob and Louise
78,Can't Buy Me Math,tt1561755,tt4370950,5,11,8.1,364.0,2015-02-08,2015,"
    Tina and Darryl team up to win the Cupid's Couple contest; Linda plans Valentine's Day activities.    ",Bob's Burgers,Can't Buy Me Math
79,The Millie-churian Candiate,tt1561755,tt4393148,5,12,8.4,393.0,2015-02-15,2015,"
    Desperate to keep Millie from becoming class president and ruining the school, Tina and Louise volunteer to help run Jimmy Junior's campaign.    ",Bob's Burgers,The Millie-churian Candiate
80,The Gayle Tales,tt1561755,tt4432866,5,13,8.0,388.0,2015-03-01,2015,"
    The kids compete to be their Aunt Gayle's companion for the evening.    ",Bob's Burgers,The Gayle Tales
81,L'il Hard Dad,tt1561755,tt4454882,5,14,7.7,353.0,2015-03-08,2015,"
    Bob becomes obsessed with his new automatic helicopter. When it falls apart for no reason, he enters into a battle with the manufacturer in order to receive a refund. Gene assists Bob in his quest, but things quickly get out of hand and end in a crazy helicopter battle. Meanwhile, Louise and Linda help Tina prepare for her oral book report.    ",Bob's Burgers,L'il Hard Dad
82,Adventures in Chinchilla-sitting,tt1561755,tt4469004,5,15,7.7,361.0,2015-03-15,2015,"
    Bob and Linda head out on the town for a date - but to Linda's dismay, Bob's idea of romance proves ""trivial."" Meanwhile, a wild chinchilla chase ensues after the school pet that Louis was charged with watching escapes out the front door.    ",Bob's Burgers,Adventures in Chinchilla-sitting
83,The Runway Club,tt1561755,tt4483572,5,16,8.0,348.0,2015-03-22,2015,"
    The kids try to escape Saturday detention so they can attend the Cotton Candy Festival.    ",Bob's Burgers,The Runway Club
84,Itty Bitty Ditty Committee,tt1561755,tt4570998,5,17,7.7,340.0,2015-04-26,2015,"
    Gene is promptly kicked out of the band he formed with Tina, Louise, Rudy, Peter, and Daryl, and proclaims he is never going to play keyboard again.    ",Bob's Burgers,Itty Bitty Ditty Committee
85,"Eat, Spray, Linda",tt1561755,tt4576552,5,18,8.4,393.0,2015-05-03,2015,"
    It's Linda's birthday and Bob needs more time to plan her birthday surprise. But when he sends her out of the house as a distraction, she goes missing. Mayhem ensues as the Belchers must work together to find Linda.    ",Bob's Burgers,"Eat, Spray, Linda"
86,Housetrap,tt1561755,tt4622310,5,19,8.7,437.0,2015-05-10,2015,"
    When a vicious storm strikes during the Belcher family's vacation at a beach house in Craggy Neck, they find themselves staying with the mysterious owner.    ",Bob's Burgers,Housetrap
87,Hawk & Chick,tt1561755,tt4622318,5,20,8.5,434.0,2015-05-17,2015,"
    Bob and Louise are thrilled when they meet Hawk, the star of their favorite martial arts series, and are quick to offer help upon learning about his family troubles.    ",Bob's Burgers,Hawk & Chick
88,The Oeder Games,tt1561755,tt4622328,5,21,8.8,421.0,2015-05-17,2015,"
    With the threat of a rent increase on Ocean Avenue, Bob and the other tenants rebel. After approaching Fischoeder, the tenants find out that they will have to compete in order to convince him to keep their rents reasonable.    ",Bob's Burgers,The Oeder Games
89,Sliding Bobs,tt1561755,tt4806434,6,1,8.1,367.0,2015-09-27,2015,"
    When Bob starts to lose his hair, Linda reminisces about his mustache and how it made her fall for him; the kids make up their own versions of how Bob and Linda met.    ",Bob's Burgers,Sliding Bobs
90,The Land Ship,tt1561755,tt5043080,6,2,7.8,335.0,2015-10-11,2015,"
    Bob thinks the upcoming Land Ship parade will increase business -- until he learns two porta-potties will be in front of his restaurant; Tina's friends tell her she is boring.    ",Bob's Burgers,The Land Ship
91,Hauntening,tt1561755,tt5062580,6,3,9.0,554.0,2015-10-18,2015,"
    When Louise admits that she has never felt scared before, the family goes to a haunted house in an effort to change but mayhem ensues after their visit.    ",Bob's Burgers,Hauntening
92,Gayle Makin' Bob Sled,tt1561755,tt5124542,6,4,7.6,370.0,2015-11-08,2015,"
    Bob goes to pick up Gayle so she does not miss the Thanksgiving celebration, but gets caught in a snowstorm coming back, leaving Linda to prepare the turkey.    ",Bob's Burgers,Gayle Makin' Bob Sled
93,Nice-Capades,tt1561755,tt5147222,6,5,7.6,342.0,2015-11-15,2015,"
    A grumpy mall Santa threatens to put Gene, Tina and Louise on the naughty list, inspiring them to arrange a musical performance in hopes of changing Santa's mind before Christmas.    ",Bob's Burgers,Nice-Capades
94,"The Cook, the Steve, the Gayle, & Her Lover",tt1561755,tt5204516,6,6,8.0,329.0,2016-01-17,2016,"
    When Bob throws a dinner party, Gayle takes advantage of the opportunity to introduce her new love interest to the family; a long-standing feud is revealed.    ",Bob's Burgers,"The Cook, the Steve, the Gayle, & Her Lover"
95,The Gene and Courtney Show,tt1561755,tt5352800,6,7,7.8,310.0,2016-02-14,2016,"
    Gene and Courtney are given the opportunity to be the new hosts of morning announcements, but their romantic history poses challenges; Tina's plan goes awry.    ",Bob's Burgers,The Gene and Courtney Show
96,Sexy Dance Healing,tt1561755,tt5461660,6,8,7.8,312.0,2016-02-21,2016,"
    Bob must take legal action after he slips on the sidewalk and needs to pay for surgery; Jairo promises to heal Bob without doctors; the kids fake a law firm.    ",Bob's Burgers,Sexy Dance Healing
97,Sacred Couch,tt1561755,tt5527708,6,9,7.4,332.0,2016-03-06,2016,"
    Louise wants the family to get a new couch, but the family votes against it. So she decides to take care of the problem herself.    ",Bob's Burgers,Sacred Couch
98,Lice Things Are Lice,tt1561755,tt5509096,6,10,7.8,304.0,2016-03-13,2016,"
    When Tina volunteers alongside Nurse Liz, she finds herself involved in the biggest scandal to hit Wagstaff: a lice infestation. Meanwhile, Bob makes improvements to the restaurant that end up driving customers away. Can the Belchers juggle both a crisis at the restaurant and lice?    ",Bob's Burgers,Lice Things Are Lice
99,House of 1000 Bounces,tt1561755,tt5555436,6,11,7.7,304.0,2016-04-03,2016,"
    The Belcher kids hop into action after news of a bounce house crisis at a birthday party; Bob encounters a guest at the restaurant, fixing him to face a fear.    ",Bob's Burgers,House of 1000 Bounces
100,Stand by Gene,tt1561755,tt5587988,6,12,8.3,317.0,2016-04-03,2016,"
    When Gene overhears talk about a mystical creature that lives nearby, he leads the Belcher kids and their friends on a journey to find it. Meanwhile, Linda's competitive nature takes over during downtime at the restaurant.    ",Bob's Burgers,Stand by Gene
101,Wag the Hog,tt1561755,tt5587990,6,13,7.8,293.0,2016-04-10,2016,"
    The Belchers try to help Bob's friend, Critter, after he lands in jail for unpaid parking tickets; Linda takes a job as a babysitter.    ",Bob's Burgers,Wag the Hog
102,The Hormone-iums,tt1561755,tt5606452,6,14,7.8,285.0,2016-04-17,2016,"
    Tina gets her wish for Wagstaff fame, but soon regrets it. Linda pursues an improbable business venture, but struggles to get it off the ground.    ",Bob's Burgers,The Hormone-iums
103,Pro Tiki/Con Tiki,tt1561755,tt5623906,6,15,7.6,304.0,2016-04-24,2016,"
    Bob's friend Warren comes to visit and makes an offer to invest in the restaurant; Bob is hesitant when he finds out about Warren's interior design ideas.    ",Bob's Burgers,Pro Tiki/Con Tiki
104,Bye Bye Boo Boo,tt1561755,tt5662168,6,16,7.7,293.0,2016-05-08,2016,"
    Louise enters a contest with the hopes that Tina will get to meet Boo Boo from Boyz 4 Now; Bob learns more about the history of the restaurant.    ",Bob's Burgers,Bye Bye Boo Boo
