,title,series_id,episode_id,season,episode,rating,votes,original_air_date,year,plot,series_title,episode_title
14,Yesterdayland,tt3398228,tt4835722,2,2,7.9,1427.0,2015-07-17,2015,"
    BoJack is drawn to the one female in town who has no idea who he is (because she was in a coma). Todd opens a theme park.    ",BoJack Horseman,Yesterdayland
15,Still Broken,tt3398228,tt4835724,2,3,7.9,1409.0,2015-07-17,2015,"
    A funeral turns into a treasure hunt for the ""Horsin' Around"" cast and a potential schmoozefest for Princess Carolyn and Mr. Peanutbutter. Meanwhile, Todd briefly reinvents himself.    ",BoJack Horseman,Still Broken
16,After the Party,tt3398228,tt4835730,2,4,8.0,1426.0,2015-07-17,2015,"
    Mr. Peanutbutter throws Diane a surprise birthday party, putting tension on their relationship. Princess Carolyn and Vincent have a serious talk. Wanda tells BoJack a joke.    ",BoJack Horseman,After the Party
17,Chickens,tt3398228,tt4835728,2,5,8.0,1498.0,2015-07-17,2015,"
    Todd tries to save a chicken from the slaughter house while Bojack and Kelsey are allowed some bonding time.    ",BoJack Horseman,Chickens
18,Higher Love,tt3398228,tt4835732,2,6,7.7,1322.0,2015-07-17,2015,"
    Princess Carolyn sees an opportunity when Mr. Peanutbutter's agent dies. BoJack flips when he says the ""L"" word out loud to Wanda.    ",BoJack Horseman,Higher Love
19,Hank After Dark,tt3398228,tt4835738,2,7,8.1,1500.0,2015-07-17,2015,"
    Diane goes off script during BoJack's book tour, jeopardizing Mr. Peanutbutter's new show. Todd gets involved in international affairs.    ",BoJack Horseman,Hank After Dark
20,Let's Find Out,tt3398228,tt4835736,2,8,8.2,1856.0,2015-07-17,2015,"
    BoJack Horseman is a contestant on Mr. Peanutbutter's new game show, facing off against a mystery 'bigger celebrity' contestant.    ",BoJack Horseman,Let's Find Out
21,The Shot,tt3398228,tt4835740,2,9,8.1,1437.0,2015-07-17,2015,"
    BoJack, Kelsey, Todd, Princess Carolyn, and Mr. Peanutbutter attempt to shoot a crucial scene in the Secretariat movie that was not in the script. Princess Carolyn and Diane contemplate their respective careers.    ",BoJack Horseman,The Shot
22,Yes And,tt3398228,tt4835746,2,10,8.1,1539.0,2015-07-17,2015,"
    Diane crashes at BoJack's place after quitting her job following Sebastian St. Clair, which puts a strain on BoJack and Wanda's relationship. Todd joins an improv comedy troupe which turns out to be a cult.    ",BoJack Horseman,Yes And
23,Escape from L.A.,tt3398228,tt4835748,2,11,8.7,2600.0,2015-07-17,2015,"
    Bojack runs off to New Mexico to reconnect with an old friend, only to find she's happily married with a family. After staying longer than planned, Bojack makes another life mistake.    ",BoJack Horseman,Escape from L.A.
24,Out to Sea,tt3398228,tt4835752,2,12,8.1,1604.0,2015-07-17,2015,"
    BoJack discovers the Secretariat film was finished without him. Princess Carolyn starts her own agency firm. Todd finds himself trapped in the improv comedy cult.    ",BoJack Horseman,Out to Sea
25,Start Spreading the News,tt3398228,tt4896050,3,1,7.9,1311.0,2016-07-22,2016,"
    Bojack and goes to New York to be interviewed for his new film. Todd tags along and realizes he bit off a little more than he could chew.    ",BoJack Horseman,Start Spreading the News
26,The BoJack Horseman Show,tt3398228,tt5218276,3,2,8.0,1400.0,2016-07-22,2016,"
    It's 2007, and Princess Carolyn works tirelessly to get Bojack to stop basking in the light of the glory days and start working again. Diane and Mr. Peanutbutter meet, and Todd kisses a girl.    ",BoJack Horseman,The BoJack Horseman Show
27,BoJack Kills,tt3398228,tt5218432,3,3,7.4,1284.0,2016-07-22,2016,"
    Bojack is framed for a murder. Meanwhile, Todd and Mr. Peanutbutter are sprayed by a skunk.    ",BoJack Horseman,BoJack Kills
28,Fish Out of Water,tt3398228,tt5218434,3,4,9.1,4388.0,2016-07-22,2016,"
    As Bojack is forced to attend an underwater movie festival to promote his new movie, a series of events and the inability to communicate with underwater life ensures that not everything goes as planned.    ",BoJack Horseman,Fish Out of Water
29,Love And/Or Marriage,tt3398228,tt5218444,3,5,8.1,1357.0,2016-07-22,2016,"
    While Todd and Bojack crash a rehearsal dinner, Diane gets high with a client. Princess Carolyn goes on a series of blind dates.    ",BoJack Horseman,Love And/Or Marriage
30,Brrap Brrap Pew Pew,tt3398228,tt5113952,3,6,8.0,1468.0,2016-07-22,2016,"
    Diane's tweet lands Sextina Aquafina in hot water. Prankster and A-list actor Jurj Clooners gets under BoJack's skin.    ",BoJack Horseman,Brrap Brrap Pew Pew
31,Stop the Presses,tt3398228,tt5218452,3,7,8.1,1376.0,2016-07-22,2016,"
    Todd builds a giant papier-mâché Todd head. A customer service rep gives Bojack some good advice when he tries to cancel his newspaper subscription.    ",BoJack Horseman,Stop the Presses
32,Old Acquaintance,tt3398228,tt5218464,3,8,7.9,1220.0,2016-07-22,2016,"
    Bojack is up for a part in David Pincher's latest film. Diane meets Mr. Peanutbutter's brother and Todd takes the business in a new direction.    ",BoJack Horseman,Old Acquaintance
33,Best Thing That Ever Happened,tt3398228,tt5218468,3,9,8.1,1421.0,2016-07-22,2016,"
    After Princess Carolyn's latest mistake as BoJack's agent gets worse and worse, their entire relationship comes into question.    ",BoJack Horseman,Best Thing That Ever Happened
34,It's You,tt3398228,tt5218478,3,10,8.2,1540.0,2016-07-22,2016,"
    Mr. Peanutbutter announces the Oscar nominees. Bojack surrounds himself with admires, not realizing how much his true friendships are falling apart.    ",BoJack Horseman,It's You
35,"That's Too Much, Man!",tt3398228,tt5218488,3,11,8.9,2903.0,2016-07-22,2016,"
    Bojack gets Sarah Lynn to break her sobriety to help drown his depression, and experiences the next few months through blackouts    ",BoJack Horseman,"That's Too Much, Man!"
36,That Went Well,tt3398228,tt5218494,3,12,8.2,1872.0,2016-07-22,2016,"
    Bojack hits rock bottom. Mr. Peanutbutter and Todd save the day. Princess Carolyn finds a new calling    ",BoJack Horseman,That Went Well
37,See Mr. Peanutbutter Run,tt3398228,tt5903904,4,1,7.7,1365.0,2017-09-08,2017,"
    Mr. Peanutbutter starts his campaign for Governor of California by challenging the current governor to a ski race while BoJack is nowhere to be found.    ",BoJack Horseman,See Mr. Peanutbutter Run
38,The Old Sugarman Place,tt3398228,tt6542604,4,2,9.0,2353.0,2017-09-08,2017,"
    BoJack goes off the grid and winds up at his grandparents' dilapidated home in Michigan where he reflects on his family legacy and befriends another soul haunted by the past.    ",BoJack Horseman,The Old Sugarman Place
39,Hooray! Todd Episode!,tt3398228,tt6542616,4,3,8.2,1480.0,2017-09-08,2017,"
    Helpful to a fault, Todd is spread thin doing favors for Princess Carolyn, Mr. Peanutbutter and a visitor with a potential connection to BoJack.    ",BoJack Horseman,Hooray! Todd Episode!
40,Commence Fracking,tt3398228,tt6542606,4,4,7.8,1217.0,2017-09-08,2017,"
    The campaign takes a toll on Diane's love life. BoJack helps Hollyhock search for her mom. Princess Carolyn tries to get pregnant.    ",BoJack Horseman,Commence Fracking
41,Thoughts and Prayers,tt3398228,tt6542602,4,5,8.1,1361.0,2017-09-08,2017,"
    A mass shooting at a mall creates a PR nightmare for Princess Carolyn. BoJack takes Hollyhock to visit his estranged mother.    ",BoJack Horseman,Thoughts and Prayers
42,Stupid Piece of Sh*t,tt3398228,tt6542608,4,6,8.9,2066.0,2017-09-08,2017,"
    Surrounded by family, BoJack spirals into self-loathing. Princess Carolyn and Rutabaga Rabitowitz plan Courtney and Todd's sham wedding.    ",BoJack Horseman,Stupid Piece of Sh*t
43,Underground,tt3398228,tt6260644,4,7,8.1,1304.0,2017-09-08,2017,"
    Mr. Peanutbutter's posh campaign fundraiser takes a terrifying turn. As chaos swirls around them. BoJack and Diane get drunk.    ",BoJack Horseman,Underground
44,The Judge,tt3398228,tt6542612,4,8,7.6,1151.0,2017-09-08,2017,"
    Hollyhock starts dating an intern on BoJack's new show. Princess Carolyn meets Ralph's parents. Mr. Peanutbutter throws his support behind Woodchuck.    ",BoJack Horseman,The Judge
45,Ruthie,tt3398228,tt6542622,4,9,8.7,1794.0,2017-09-08,2017,"
    On one awful day, Princess Carolyn deals with rejection, deception and loss. BoJack and Diane try to track down Hollyhock's birth certificate.    ",BoJack Horseman,Ruthie
46,lovin that cali lifestyle!!,tt3398228,tt6542618,4,10,8.2,1349.0,2017-09-08,2017,"
    Diane leaks damaging information on Jessica Biel, Todd's clown dentist business hits a snag, and Princess Carolyn finds hope in an unlikely place.    ",BoJack Horseman,lovin that cali lifestyle!!
47,Time's Arrow,tt3398228,tt6542628,4,11,9.6,4484.0,2017-09-08,2017,"
    In 1963, young socialite Beatrice Sugarman meets the rebellious Butterscotch Horseman at her debutante party.    ",BoJack Horseman,Time's Arrow
48,What Time Is It Right Now,tt3398228,tt6542620,4,12,8.7,1687.0,2017-09-08,2017,"
    Princess Carolyn pitches ""Philbert"" to company execs. Todd gets a better business idea. BoJack comes to a realization about Hollyhock.    ",BoJack Horseman,What Time Is It Right Now
49,The Light Bulb Scene,tt3398228,tt7484892,5,1,8.0,1234.0,2018-09-14,2018,"
    BoJack has misgivings about his new show. Princess Carolyn visits an adoption agency. Todd interviews for a job at WhatTimeIsItRightNow.com.    ",BoJack Horseman,The Light Bulb Scene
50,The Dog Days Are Over,tt3398228,tt8266810,5,2,9.0,1621.0,2018-09-14,2018,"
    Diane divorces Mr. Peanutbutter and moves into a shabby studio. Feeling melancholy, she travels to Vietnam to get away from it all.    ",BoJack Horseman,The Dog Days Are Over
51,Planned Obsolescence,tt3398228,tt8266818,5,3,8.1,1184.0,2018-09-14,2018,"
    Todd meet's Yolanda's parents, who don't know she's asexual. Mr. Peanutbutter romances a young waitress. Gina confesses a childhood dream to BoJack.    ",BoJack Horseman,Planned Obsolescence
52,BoJack the Feminist,tt3398228,tt8266820,5,4,8.2,1201.0,2018-09-14,2018,"
    When Princess Carolyn casts a disgraced celeb in ""Philbert,"" BoJack inadvertently takes a stand. Mr. Peanutbutter tries to toughen up his image.    ",BoJack Horseman,BoJack the Feminist
53,The Amelia Earheart Story,tt3398228,tt8266824,5,5,8.5,1249.0,2018-09-14,2018,"
    Painful memories come rushing back when Princess Carolyn visits her hometown and meets a pregnant teen. A stunt goes awry on the ""Philbert"" set.    ",BoJack Horseman,The Amelia Earheart Story
54,Free Churro,tt3398228,tt8266826,5,6,9.8,5289.0,2018-09-14,2018,"
    BoJack delivers a eulogy at a funeral.    ",BoJack Horseman,Free Churro
55,INT. SUB,tt3398228,tt8266828,5,7,8.9,1394.0,2018-09-14,2018,"
    Diane's therapist encourages her to set boundaries with BoJack. A missing string cheese ignites a dispute between Todd and Princess Carolyn.    ",BoJack Horseman,INT. SUB
56,Mr. Peanutbutter's Boos,tt3398228,tt8266834,5,8,8.5,1148.0,2018-09-14,2018,"
    At BoJack's 25th annual Halloween party, Pickles gets a crash course in Mr. Peanutbutter's romantic history -- and some advice from Diane.    ",BoJack Horseman,Mr. Peanutbutter's Boos
57,Ancient History,tt3398228,tt8266832,5,9,8.3,1062.0,2018-09-14,2018,"
    A visiting Hollyhock dumps BoJack's painkillers, sending him on a desperate search for more. Todd tries to solve Emily's dating dilemma.    ",BoJack Horseman,Ancient History
58,Head in the Clouds,tt3398228,tt8266838,5,10,9.0,1206.0,2018-09-14,2018,"
    At the ""Philbert"" premiere party, Princess Carolyn deftly negotiates a deal, Gina steps into the limelight, and Diane confronts BoJack.    ",BoJack Horseman,Head in the Clouds
59,The Showstopper,tt3398228,tt8266836,5,11,9.5,1823.0,2018-09-14,2018,"
    ""Philbert"" is a hit, and filming begins on Season 2. But as BoJack spirals deeper into addiction, he loses his grip on reality.    ",BoJack Horseman,The Showstopper
60,The Stopped Show,tt3398228,tt8266840,5,12,9.1,1248.0,2018-09-14,2018,"
    In the midst of the latest PR crisis, Princess Carolyn gets a life-changing opportunity. With Diane's help, BoJack finally faces the music.    ",BoJack Horseman,The Stopped Show
61,Episode #6.1,tt3398228,tt9207160,6,1,,,,2019,"
  Know what this is about?
 Be the first one to add a plot.
    ",BoJack Horseman,Episode #6.1
